CL,Descriptive_JobTitle,skills,primary skills,business_type,req_type,priority,Rec_Status,req_category,HSU,Assigned_HSU,rec_city,positions,Unresponded_Pos_Opcl,Unresponded_Pos_Hold,rejections,max submission,submissions,hits,hires,Sourced,Rec_location,Metro_Area,Total_starts,Total_hires,Total_perm_hires,Total_perm_starts,BD,CLis_missing,Descriptive_JobTitleis_missing,skillsis_missing,primary skillsis_missing,business_typeis_missing,req_typeis_missing,priorityis_missing,Rec_Statusis_missing,req_categoryis_missing,HSUis_missing,Assigned_HSUis_missing,rec_cityis_missing,Rec_locationis_missing,Metro_Areais_missing
2,2829,5814,385,2,1,5,3,1,14,2,373,1,0,0,0,2,3,0,0,4,36,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,6164,5128,1416,2,4,6,5,1,17,1,318,1,1,0,0,2,0,0,0,0,42,112,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,7398,7859,454,2,4,6,3,1,6,1,70,1,1,0,0,2,0,0,0,0,30,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,6374,8189,100,3,1,8,3,1,12,1,498,1,0,0,0,2,1,0,0,1,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2120,5777,743,2,1,2,3,1,6,1,428,1,0,0,0,2,4,0,0,4,43,131,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,760,3126,351,2,4,6,3,1,3,2,257,1,0,0,0,2,1,0,0,1,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,400,13501,1277,2,1,5,1,1,12,1,498,2,0,0,0,4,0,0,0,2,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1675,13700,577,2,4,6,3,1,9,1,203,1,0,0,1,2,2,2,0,3,25,12,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5861,11141,1524,2,1,8,3,1,4,1,445,1,0,0,1,2,1,1,0,1,53,195,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,7026,13916,1974,2,4,6,1,1,12,2,350,1,0,0,0,2,0,0,0,0,28,104,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,3929,6941,1287,3,4,6,3,1,17,2,482,1,0,0,0,2,3,0,0,2,9,155,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4227,11166,313,2,4,6,1,1,14,2,109,1,0,0,0,2,1,0,0,2,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,7162,9625,708,2,4,6,1,1,19,2,248,2,0,0,0,2,4,0,0,5,50,73,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5586,3296,1416,2,4,4,1,1,16,1,450,1,0,0,0,2,0,0,0,0,53,141,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,886,12195,1277,2,4,4,3,1,12,1,498,1,0,0,0,2,4,0,0,5,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4260,6146,1327,2,4,6,3,1,12,1,102,1,0,0,0,2,5,2,0,2,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2415,7314,72,2,7,2,3,1,12,1,29,1,0,0,0,2,2,1,0,7,15,8,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1640,6863,580,2,1,2,3,1,4,1,445,1,0,0,7,2,13,6,1,20,53,195,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,38,11750,1277,2,1,2,3,1,12,1,498,3,0,0,3,6,15,8,3,19,54,161,3,3,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,6504,6146,577,3,1,2,1,1,9,2,460,2,0,0,0,4,22,0,0,28,17,34,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,7135,668,385,2,1,2,1,1,12,1,413,1,0,0,0,2,2,0,0,2,34,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,790,16946,2064,3,4,6,3,2,12,1,150,1,0,0,0,2,1,0,0,2,27,52,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,6697,2682,1553,2,4,1,3,1,12,1,102,1,0,0,0,2,1,0,0,1,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,4004,15087,894,3,1,2,1,2,15,2,283,1,0,0,7,2,12,0,0,18,17,34,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5000,12233,1448,2,1,1,3,1,12,1,17,1,0,0,-1,2,9,4,0,10,15,8,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1335,1089,730,2,7,2,1,1,8,1,420,2,0,0,0,4,2,1,0,3,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3404,4296,577,2,4,6,5,1,9,2,27,1,0,0,0,2,4,0,0,4,53,195,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,682,12642,1974,2,4,4,6,1,14,1,102,1,0,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,3860,13700,1257,2,4,6,3,1,12,1,102,1,1,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,114,10996,1974,2,4,6,7,1,9,1,102,1,0,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,6045,9209,454,2,1,2,1,1,6,1,248,2,0,0,-1,2,8,4,0,6,50,73,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,6790,996,385,2,1,2,1,1,6,2,102,1,0,0,0,2,1,0,0,1,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5958,16075,577,2,1,2,1,1,9,2,450,6,0,0,0,12,8,1,0,12,53,141,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2115,13679,1416,2,4,4,6,1,9,1,102,2,0,0,0,4,1,0,0,1,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4484,2610,1277,2,7,8,1,1,12,1,498,1,0,0,4,2,4,0,0,5,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,6823,9328,580,2,4,4,4,1,6,2,109,1,0,0,0,2,1,0,0,6,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,7291,167,478,2,4,4,1,1,11,2,102,1,0,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4697,9678,1416,2,4,6,3,1,16,2,537,1,0,0,0,2,3,0,0,4,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,6403,2002,137,2,4,6,3,1,12,1,365,1,0,0,0,2,2,1,0,4,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,6999,10139,728,2,1,8,3,1,12,1,137,1,0,0,1,2,5,4,0,3,50,45,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1100,8222,1416,2,1,1,3,1,8,1,94,1,0,0,0,2,1,1,0,2,37,136,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,3016,5992,577,2,4,4,1,1,9,2,552,1,0,0,0,2,0,0,0,0,34,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,790,4584,385,2,1,2,3,1,14,2,29,1,0,0,0,2,4,1,0,6,15,8,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2894,15779,577,2,1,2,3,1,9,2,328,1,0,0,0,2,5,1,0,5,53,195,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,682,12301,1974,2,7,4,3,1,12,1,179,1,1,0,0,2,0,0,0,0,10,49,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2612,6346,1416,2,4,6,1,1,14,2,102,1,0,0,0,2,2,0,0,3,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2723,6103,637,2,4,4,5,1,8,1,357,1,0,0,0,2,2,0,0,2,45,112,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3066,9319,454,3,1,5,3,1,6,1,248,3,0,0,1,2,9,3,0,62,50,73,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2894,1904,385,2,4,4,3,1,9,2,5,1,0,0,1,2,6,4,1,9,50,45,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,6485,16162,1536,2,4,4,3,1,12,1,450,1,1,0,0,2,0,0,0,0,53,141,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2894,8880,577,2,1,2,3,1,9,2,102,2,0,0,1,2,3,2,2,2,37,30,2,2,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,7165,5344,1416,2,4,4,1,1,19,1,599,1,0,0,0,2,0,0,0,0,34,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,790,7296,81,2,4,6,3,1,14,2,102,1,0,0,0,2,2,0,0,5,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,3462,6686,385,2,1,2,3,1,11,1,102,1,0,0,0,2,5,1,0,6,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,4783,8815,1362,1,1,5,4,1,16,2,373,1,0,0,0,2,1,0,0,1,36,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,3995,868,508,2,4,1,4,1,12,1,440,1,0,0,1,2,5,0,0,7,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1890,1076,351,2,1,2,3,1,12,1,102,1,0,0,0,2,3,0,0,4,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4077,15243,464,3,1,5,1,1,14,2,102,1,0,0,0,2,2,1,0,2,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,123,15009,385,2,7,4,3,1,12,1,350,1,0,0,0,2,5,1,0,5,28,104,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,7405,5787,1277,2,7,2,1,1,12,1,498,1,0,0,0,2,3,0,0,3,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,6932,4696,1277,2,4,1,1,1,6,1,498,4,0,0,1,14,7,0,0,12,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,6776,1364,81,3,1,5,3,1,6,2,192,1,0,0,0,2,4,2,1,5,47,30,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,563,7069,1447,2,1,2,3,1,4,1,440,1,0,0,1,2,1,1,1,1,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2339,2719,457,2,4,4,1,1,3,2,102,1,0,0,0,2,3,0,0,5,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,606,14512,1448,2,1,5,3,1,14,2,441,2,0,0,1,4,13,4,1,69,9,157,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,2981,10220,577,2,1,2,3,1,9,2,266,2,0,0,0,4,6,2,1,6,14,113,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,729,13783,1976,2,4,4,1,1,3,2,537,2,0,0,0,4,2,0,0,3,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2868,6902,708,2,4,4,1,1,9,2,50,1,0,0,0,2,4,0,0,4,25,195,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4991,15936,1974,2,1,2,1,1,12,1,102,1,0,0,0,2,2,0,0,3,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5679,15882,1448,2,1,5,3,1,4,2,43,2,0,0,19,4,23,11,3,34,54,161,2,2,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2894,2901,577,2,4,6,1,1,9,2,413,1,0,0,0,2,1,0,0,1,34,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1395,16228,1585,3,1,5,1,1,5,2,373,1,0,0,0,2,1,0,0,1,36,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,4607,1584,1416,2,7,2,1,1,16,2,248,1,0,0,0,2,1,0,0,1,50,73,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1632,664,1277,2,4,1,3,1,12,1,440,1,0,0,0,2,2,0,0,5,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,5730,14032,655,3,1,8,3,1,4,1,440,5,0,0,14,0,31,8,1,28,54,161,2,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1851,16501,1416,2,4,6,1,1,14,1,102,1,0,0,0,2,1,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,917,7265,385,3,1,8,3,1,14,1,482,1,0,0,1,2,3,2,0,2,9,155,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4145,10622,1608,2,4,6,3,1,12,1,365,1,1,0,0,2,0,0,0,2,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1362,2218,577,2,4,4,6,1,9,2,102,1,0,0,0,2,1,0,0,6,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,682,2493,1974,2,4,4,7,1,14,1,102,1,0,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2894,5738,385,2,1,2,1,1,9,2,109,1,0,0,0,2,4,0,0,4,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1675,15363,1092,3,7,2,3,1,9,2,471,1,0,0,1,2,3,1,1,3,28,150,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,5524,758,1416,2,4,4,3,1,4,2,512,2,0,0,0,4,2,1,0,6,50,73,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,790,7676,1416,2,1,4,1,1,14,2,109,1,0,0,0,2,1,0,0,5,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,790,16253,1611,3,4,6,1,1,12,1,498,1,0,0,0,2,5,2,0,13,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4342,12198,1448,2,1,2,3,1,12,1,264,2,0,0,1,4,5,3,1,5,34,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,5730,16705,1854,3,3,4,3,1,12,1,33,1,0,0,1,2,6,1,1,1,50,11,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,6411,19,117,3,4,6,3,1,4,2,528,1,0,0,0,2,2,0,0,1,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4145,2465,385,2,1,8,1,1,12,1,102,1,0,0,0,2,4,0,0,4,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4923,6201,1277,2,1,5,3,1,12,1,498,1,0,0,2,2,2,1,0,5,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,4172,13083,1416,2,4,6,1,1,14,1,145,1,0,0,0,2,0,0,0,13,10,49,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,6086,6868,1489,2,1,2,3,1,12,1,373,1,0,0,1,2,7,3,1,7,36,110,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4314,6146,1447,2,1,1,3,1,12,1,102,2,0,0,0,2,5,0,0,5,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1395,13067,385,2,1,2,3,1,14,2,470,1,0,0,0,2,3,0,0,4,30,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5730,8012,577,2,4,4,5,1,9,2,479,1,1,0,0,2,0,0,0,0,50,154,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2845,8739,577,2,4,6,3,1,9,1,109,1,0,0,0,2,2,0,0,23,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,3279,4292,1416,2,7,8,3,1,5,2,490,1,0,0,0,2,1,1,0,7,9,90,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2894,13700,577,2,4,6,1,1,9,1,498,1,0,0,2,2,2,1,0,2,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4467,11680,385,2,4,4,1,1,12,1,498,1,0,0,0,2,10,1,0,13,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,6446,5114,61,2,7,2,1,1,14,2,514,1,0,0,0,2,3,0,0,10,26,168,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,6680,10138,385,2,4,6,5,1,12,1,365,1,0,0,0,2,2,0,0,15,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1189,13700,1447,2,4,4,5,1,4,1,420,1,0,0,0,2,1,0,0,2,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2894,16458,577,2,1,2,3,1,9,2,445,5,0,0,4,10,15,6,3,16,53,195,3,3,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5099,16017,1416,2,4,6,1,1,18,2,445,1,0,0,0,2,3,0,0,1,53,195,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,790,14262,1448,2,4,6,1,1,14,1,113,1,0,0,0,2,2,0,0,3,14,178,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,53,6645,1269,3,4,6,3,1,17,2,62,1,0,0,0,2,4,1,0,3,10,22,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1748,15690,163,2,1,5,3,1,14,1,145,1,0,0,0,2,6,4,1,2,10,49,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4831,10315,1416,2,7,2,3,1,16,2,30,1,1,0,0,2,0,0,0,0,27,5,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,7218,16616,1277,2,1,5,4,1,4,1,498,1,0,0,2,3,4,1,1,5,54,161,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,2074,14430,1277,2,1,2,3,1,12,1,451,1,0,0,0,2,1,0,0,1,34,109,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1675,13939,577,2,4,6,3,1,9,1,257,1,0,0,0,2,1,0,0,1,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,3916,15873,1622,3,1,2,3,1,12,1,137,1,0,0,0,2,9,3,0,11,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4354,13832,1448,2,1,1,3,1,12,1,17,1,0,0,0,2,2,1,0,3,15,8,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,7287,12500,457,2,4,6,5,1,3,2,257,1,0,0,0,2,3,0,0,3,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,685,16507,385,2,4,6,1,1,12,1,484,1,0,0,0,2,0,0,0,0,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,830,14827,1416,2,4,6,1,1,14,2,109,1,0,0,0,2,3,0,0,2,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,4172,7265,81,2,4,6,3,1,14,2,5,1,0,0,0,2,3,1,0,3,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2612,7117,385,2,4,6,3,1,14,2,109,1,0,0,0,2,2,0,0,2,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2894,6311,580,2,1,2,1,1,9,2,445,1,0,0,0,2,2,0,0,2,53,195,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,686,15884,1974,2,4,4,7,1,14,1,102,1,0,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,6381,9623,1277,2,1,8,3,1,12,1,498,1,0,0,1,2,1,1,0,1,54,161,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,6430,12325,1622,2,4,6,1,1,12,1,420,1,0,0,0,2,4,0,0,4,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4227,7794,1416,2,4,4,1,1,14,1,109,1,0,0,0,1,1,1,0,8,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,628,15009,385,2,4,4,5,1,14,2,102,1,1,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,3613,3589,743,1,1,2,3,1,9,2,373,1,0,0,0,2,4,1,0,2,36,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1243,980,1416,2,1,2,3,1,8,2,183,1,0,0,0,2,8,1,0,15,14,100,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5040,14198,1974,2,4,4,1,1,12,1,102,1,0,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,2277,13182,1277,2,4,6,3,1,6,1,109,1,0,0,0,2,2,0,0,2,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,376,8232,1589,2,7,2,3,1,4,2,416,3,0,0,2,6,6,2,1,12,5,127,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5099,14542,1362,2,7,2,1,1,18,2,440,1,0,0,0,2,2,0,0,2,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,6662,8480,1666,2,4,4,3,1,12,1,415,1,0,0,0,2,2,1,0,2,44,126,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,6790,872,163,2,7,8,2,1,6,1,102,1,0,0,0,2,1,0,0,2,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1336,5446,1524,1,1,8,3,1,8,1,140,1,1,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,6221,14608,1448,2,1,2,1,1,14,1,440,1,0,0,0,2,4,0,0,4,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1427,14041,1277,2,4,4,3,1,12,1,491,1,0,0,1,2,7,0,0,9,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1585,11963,1277,2,4,4,3,1,6,1,498,1,0,0,0,2,2,0,0,6,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2894,6769,577,2,4,4,1,1,9,2,450,2,0,0,0,4,1,0,0,1,53,141,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4172,16034,81,2,1,8,3,1,14,1,29,1,0,0,2,2,5,1,0,3,15,8,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,3824,12981,72,2,4,6,1,1,14,2,365,1,0,0,0,2,3,0,0,2,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1500,12624,1397,2,4,6,4,1,5,2,38,1,0,0,0,2,2,2,0,2,34,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1006,14014,81,2,1,5,3,1,4,1,264,1,0,0,1,2,1,1,1,1,34,110,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1120,1397,1638,2,4,6,5,1,20,2,482,1,0,0,0,2,1,1,0,2,9,155,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2006,10874,1416,2,1,8,1,1,8,1,109,1,0,0,0,2,2,0,0,2,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,7045,1462,697,2,4,1,3,1,8,1,416,1,0,0,0,2,2,0,0,2,5,127,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2894,15938,577,2,4,6,3,1,9,2,420,1,0,0,0,2,5,1,0,4,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1640,723,580,2,1,2,1,1,4,2,102,1,0,0,1,2,3,1,0,5,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,4050,13173,454,2,4,6,3,1,12,1,465,1,1,0,0,2,0,0,0,0,15,8,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1144,717,1416,2,4,6,1,1,4,2,109,1,0,0,0,2,3,0,0,19,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2271,1153,1447,2,4,6,3,1,6,1,43,1,0,0,0,2,1,0,0,1,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,7295,3587,1416,2,4,4,1,1,11,1,484,1,0,0,0,2,1,0,0,1,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,691,11692,1416,2,4,4,3,1,14,1,60,1,1,0,0,2,0,0,0,0,26,21,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2894,9365,385,2,1,2,1,1,9,2,102,4,0,0,0,8,7,1,0,9,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,790,11606,1638,2,4,4,1,1,14,2,109,1,0,0,0,2,2,0,0,17,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,733,8322,457,2,4,6,3,1,3,1,420,1,0,0,0,2,1,0,0,1,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4333,7069,1489,2,1,2,1,1,9,2,561,1,0,0,0,2,4,1,0,9,53,195,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,283,14196,81,2,1,2,3,1,14,1,537,2,0,0,0,4,4,1,0,8,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5612,12421,1416,2,4,6,5,1,4,1,420,1,0,0,0,2,1,0,0,1,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1640,15287,1037,3,1,5,3,1,4,1,102,1,0,0,3,2,4,2,1,4,37,30,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
